66	电商数据分析专员	罗湖区	16:59发布	6k-8k	6k-8k 经验不限 / 大专	电商 大数据 ETL MySQL	“五险一金，绩效奖金，年底双薪”	电商 / 不需要融资 / 50-150人	彬煌投资贸易
67	游戏数据分析	南油	14:34发布	10k-15k	10k-15k 经验不限 / 本科	游戏 游戏运营	“年内两加薪,年内两晋升,五险又双休”	移动互联网,游戏 / 不需要融资 / 500-2000人	路通网络
68	数据分析(BI方向）	西丽	13:51发布	11k-20k	11k-20k 经验1-3年 / 本科	电商 MySQL Python 数据分析	“国际化团队 知名风投 有大牛”	电商 / C轮 / 500-2000人	盈富斯
69	商品数据分析师	福田区	15:22发布	17k-30k	17k-30k 经验3-5年 / 本科	电商 数据分析	“五险一金,周末双休,节日福利，员工活动”	电商,硬件 / A轮 / 150-500人	立创商城
70	课程设计师（数据分析方向）	南山区	13:45发布	12k-24k	12k-24k 经验1-3年 / 本科	课程设计 数据分析 Python Hive MySQL Excel	“重点项目等你加入”	移动互联网,教育 / D轮及以上 / 2000人以上	编程猫
71	数据应用工程师(偏数据分析+数据可视化)	南油	15:03发布	28k-46k	28k-46k 经验3-5年 / 本科	互联网金融 支付 Hive 数据分析 数据仓库 信息安全	“福利待遇、稳定性、学习成长性”	社交 / 上市公司 / 2000人以上	腾讯
72	腾讯广告数据分析工程师（深圳）	南油	15:03发布	25k-35k	25k-35k 经验3-5年 / 本科	Linux MySQL	“大平台；发展前景；福利待遇”	社交 / 上市公司 / 2000人以上	腾讯
73	数据分析前端开发工程师	香蜜湖	12:10发布	12k-18k	12k-18k 经验3-5年 / 本科	企业服务 大数据	“五险一金,周末双休,交通补助,职位晋升”	数据服务,电商 / 不需要融资 / 500-2000人	万科商业地产平台总部
74	数据分析师（数据运营）	福田区	13:32发布	10k-15k	10k-15k 经验1-3年 / 本科	投资/融资	“香港上市公司，福利齐全，团队氛围好”	金融,数据服务 / 上市公司 / 150-500人	盛业资本
75	高级数据分析师9530	南山区	14:16发布	20k-40k	20k-40k 经验3-5年 / 本科	移动互联网 MySQL	“大平台、带薪年假、班车接送、发展空间大”	硬件 / 不需要融资 / 2000人以上	OPPO
76	经营数据分析经理	大冲	10:00发布	20k-30k	20k-30k 经验5-10年 / 本科	大数据 数据分析 消费者分析	“发展空间大 五险一金 法定节假日 领导好”	电商 / 不需要融资 / 2000人以上	迪阿股份有限公司
77	风控数据分析师(J10532)	南山区	10:52发布	12k-20k	12k-20k 经验1-3年 / 本科	MySQL Python hivesql	“东南亚独角兽 团队优秀 绩效激励”	移动互联网,金融 / D轮及以上 / 500-2000人	AKULAKU
78	数据分析（电商、社区）	上梅林	10:37发布	15k-20k	15k-20k 经验3-5年 / 本科	电商 SQL Python tableau/FineBI	“福利待遇好，背景强大，工作氛围好”	移动互联网,电商 / B轮 / 500-2000人	深圳华秋电子有限公司
79	课程设计实习生（数据分析方向）	南山区	15:05发布	3k-6k	3k-6k 经验在校/应届 / 本科	数据分析 Python	“可转正实习 周末双休 舞台大”	移动互联网,教育 / B轮 / 500-2000人	风变科技（深圳）有限公司
80	数据分析师（深圳）	南山区	09:47发布	13k-18k	13k-18k 经验1-3年 / 本科	大数据 金融 数据挖掘	“精英团队，弹性工作，超长年假，福利优厚”	人工智能 / C轮 / 50-150人	CraiditX
81	数据分析师	宝安区	04:05发布	15k-30k	15k-30k 经验1-3年 / 本科	数据分析	“六险一金，弹性工作，免费三餐，餐补”	文娱丨内容 / D轮及以上 / 2000人以上	字节跳动
82	数据分析经理	福田区	07:20发布	10k-20k	10k-20k 经验3-5年 / 本科	电商 新零售	“发展前景 500强企业 企业文化”	电商,其他 / 上市公司 / 2000人以上	Walmart China
83	数据分析高级经理	南山区	11:13发布	35k-50k	35k-50k 经验5-10年 / 本科	市场 行业分析 数据分析	“年中奖 年终奖”	硬件,移动互联网 / C轮 / 150-500人	Immotor易马达科技
84	数据分析专家讲师（兼职）	大冲	10:36发布	5k-10k	5k-10k 经验3-5年 / 本科	教育 Python	“发展前景好，工作氛围轻松，福利待遇丰厚”	移动互联网,教育 / B轮 / 500-2000人	风变科技（深圳）有限公司
85	数据分析员	CBD	11:53发布	5k-7k	5k-7k 经验1-3年 / 大专	数据分析	“周末双休 六险一金 带薪年假 年度体检”	消费生活,电商 / 上市公司 / 500-2000人	环球资源
86	数据分析助理	CBD	11:53发布	5k-7k	5k-7k 经验1-3年 / 大专	SQL 数据分析 Python Panda	“周末双休 六险一金 带薪年假 年度体检”	消费生活,电商 / 上市公司 / 500-2000人	环球资源
87	数据分析专家	南山区	04:08发布	35k-70k	35k-70k 经验不限 / 本科	数据分析	“扁平管理，过亿用户，职业大牛”	文娱丨内容 / D轮及以上 / 2000人以上	字节跳动
88	数据分析师（挖掘方向）	桃源村	08:56发布	15k-25k	15k-25k 经验3-5年 / 本科	数据分析 SPSS	“上市公司,平台大,福利好,发展空间大”	游戏 / 上市公司 / 500-2000人	吉比特
89	大数据分析助理/双休	新安	14:27发布	5k-7k	5k-7k 经验不限 / 本科	办公软件 数据统计 市场 用户	“公司注重培养人才，欢迎有志之士的加入”	物联网,软件开发 / 未融资 / 50-150人	企点法务
90	风控数据分析师	南头	10:58发布	20k-30k	20k-30k 经验3-5年 / 本科	数据分析 SPSS	“上市公司 技术大牛多 福利多 前景广”	企业服务 / 上市公司 / 500-2000人	极光
91	高级数据分析师（广告）	南山区	10:58发布	25k-40k	25k-40k 经验5-10年 / 本科	广告营销 大数据 数据分析 SQL BI 商业	“上市公司 技术大牛多 福利多 前景广”	企业服务 / 上市公司 / 500-2000人	极光
92	高级产品数据分析师	福田区	08:17发布	15k-25k	15k-25k 经验1-3年 / 本科	电商 数据库 数据分析	“国际化视野”	旅游 / D轮及以上 / 500-2000人	KLOOK 客路旅行
93	数据分析助理	大冲	09:30发布	5k-6k	5k-6k 经验1年以下 / 大专	移动互联网	“5天7小时,工作氛围好,福利好,扁平管理”	移动互联网 / C轮 / 150-500人	懒人听书
94	高级数据分析师（深圳） (MJ000046)	大冲	10:10发布	25k-35k	25k-35k 经验3-5年 / 硕士	数据挖掘	“六险一金，绩效奖金，带薪年假”	金融 / C轮 / 500-2000人	百融云创
95	数据分析工程师	科技园	11:39发布	14k-20k	14k-20k 经验不限 / 硕士	数仓建模 数据挖掘	“不打卡、六险一金、下午茶”	人工智能 / 天使轮 / 15-50人	外脑科技
96	数据分析师/数据研究员（实习）	科技园	10:13发布	3k-6k	3k-6k 经验在校/应届 / 本科	教育 数据挖掘	“可转正 牛人团队 弹性工作 阳光环境”	数据服务 / C轮 / 50-150人	道道
97	（校招）数据分析师 (MJ000301)	大冲	10:10发布	15k-25k	15k-25k 经验在校/应届 / 硕士	Python 数据挖掘	“成长空间”	金融 / C轮 / 500-2000人	百融云创
98	高级数据分析经理-沃尔玛电商	福田区	07:20发布	20k-30k	20k-30k 经验5-10年 / 硕士	新零售 电商 SQL 数据库 数据分析 BI	“发展前景 500强企业 企业文化”	电商,其他 / 上市公司 / 2000人以上	Walmart China
99	数据分析员	南山区	08:45发布	8k-10k	8k-10k 经验1-3年 / 本科	数据分析 数据挖掘	“五险一金、年终奖、带薪年假、培训晋升。”	医疗丨健康 / 不需要融资 / 2000人以上	海王星辰
100	0531BV-数据分析师	福田区	00:00发布	15k-30k	15k-30k 经验3-5年 / 本科	金融 大数据	“五险一金,带薪年假,绩效奖金,定期体检”	金融 / 上市公司 / 2000人以上	平安证券
101	数据分析师	南山区	1天前发布	7k-9k	7k-9k 经验1-3年 / 本科	产品策划 数据分析 sql 数据提取	“双休，年终奖，下午茶，入职即买六险一金”	企业服务,人工智能 / 上市公司 / 2000人以上	亿达信息
102	资深数据分析师	科技园	2天前发布	20k-40k	20k-40k 经验5-10年 / 本科	游戏 数据 竞品分析	“项目奖金 年终奖 弹性上班时间”	移动互联网 / 未融资 / 50-150人	A星互动娱乐
103	1131JP-资深数据分析师	南山区	00:00发布	15k-30k	15k-30k 经验5-10年 / 本科	金融 大数据 Hadoop	“五险一金,绩效奖金,带薪年假,定期体检”	金融 / 上市公司 / 2000人以上	平安科技
104	数据分析师	科技园	1天前发布	15k-30k	15k-30k 经验3-5年 / 本科	战略管理	“核心岗位”	移动互联网,社交 / 天使轮 / 150-500人	深圳市有传科技有限公司
105	Operations-数据分析员	南山区	1天前发布	8k-16k	8k-16k 经验1-3年 / 本科	ETL MySQL Excel VBA	“团队优秀 平台大”	企业服务,数据服务 / 上市公司 / 2000人以上	埃森哲
106	1131OL-资深数据分析师	南山区	00:00发布	30k-60k	30k-60k 经验5-10年 / 本科	数据挖掘 ETL 数仓建模	“五险一金,绩效奖金,带薪年假,员工旅游”	金融 / 上市公司 / 2000人以上	平安科技
107	数据分析	罗湖区	2天前发布	15k-20k	15k-20k 经验1-3年 / 大专	教育 移动互联网	“五险一金,员工旅游,健身俱乐部,带薪年假”	教育,移动互联网 / C轮 / 2000人以上	阿卡索外教网
108	BK32UI-数据分析师	罗湖区	00:00发布	20k-30k	20k-30k 经验3-5年 / 本科	银行 Hive Python	“五险一金,节日福利,定期体检”	金融 / 上市公司 / 2000人以上	平安银行
109	BI数据分析师	香蜜湖	00:00发布	20k-25k	20k-25k 经验5-10年 / 本科	大数据 互联网金融	“大平台互联网相关数据岗，发展前景大”	金融 / 上市公司 / 2000人以上	平安产险深圳分公司
110	数据分析	科技园	3天前发布	10k-20k	10k-20k 经验3-5年 / 本科	股票期权 绩效奖金 扁平管理 五险一金	“技术氛围浓厚 团队氛围好 项目奖金”	移动互联网,医疗丨健康 / 不需要融资 / 150-500人	三代人科技
